;link;hasil;sentiment
1623;https://www.instagram.com/p/CiZuCQEvM8c/; normalisasi   kawasan konservasi    menimbulkan  pasalnya tanaman pelindung  abrasi  terpapras   anakan     pinggir  mati nkarena  komisi dprd    penghentian   penanaman ulang reboisasi   komunikasi  aktivis lingkungan  melanjutkan pengerjaan   merusak   wakil ketua komisi dprd  anas karno minggu nkomisi  memanggil dinas sumber daya air  bina marga dsdabm kota   aktivis lingkungan  berkoordinasi terkait penghentian  normalisasi  normalisasi      kebon agung  sawah   arah laut   petugas    dampak pengerjaan  berjanji   reboisasi pasca pengerjaan imbuhnya nselengkapnya baca  www radarsurabaya id;0
1624;https://www.instagram.com/p/CiY-irOv688/;coffe ride  official cc bike bikes cc;1
1625;https://www.instagram.com/p/CiMM8kaPxh_/;assalamualaikum folded hands medium skin tone nijin setor bareng keluarga ntema framing compo beautiful smiling face  heart eyes nice shoot  brother clapping hands clapping hands thumbs  thumbs  thumbs  waalaikumsalam suka kompo  red heart adem  sunyi blue heart blue heart blue heart engle  bagus fire menawan  senior saye clapping hands smiling face  heart eyes masyaalla keren  refleksi smiling face  heart eyes wa alaikumsalam wr wb kakak slightly smiling face folded hands light skin tone smiling face  open hands keren clapping hands clapping hands waallaikumsalam thumbs  heart suit heart suit heart suit red heart red heart red heart top markotop refleksi  kayak lukisan mashu thumbs  smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes cakeeeepppp  smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes cakep abiiis blue heart black heart green heart banyu sumber nisor omah iku keren  clapping hands clapping hands fire fire;2
1627;https://www.instagram.com/p/Ch41F44BjH-/;  museum  ;1
1628;https://www.instagram.com/p/ChhSrI_PZ1c/; blusukkan     gazebo   nfoto gowes eman  dibuang  upgrade   sepedanya usang  wajib dibuang  ganti     dibuang dilaut bos;0
1629;https://www.instagram.com/p/ChICI8HBWC_/; orang  bahan bully sekolah ;0
1630;https://www.instagram.com/p/Cg58QKwrAFM/;selamat pagi sobat wisata kali  anggota pamobvit mengikuti kegiatan pelatihan polisi pariwisata dilaksanalan  hotel harris malang  tujuan memaksimalkan pelayanan  pengamanan sobat wisata   berlibur  diwilayah ;0
1631;https://www.instagram.com/p/CghKViCvzpQ/;juli nselamat  magrove sedunia nmari menanam pohon shamrock four leaf clover seedling herb evergreen tree christmas tree herb seedling four leaf clover shamrock deciduous tree deciduous tree palm tree palm tree shamrock shamrock four leaf clover four leaf clover palm tree palm tree leaf fluttering  wind leaf fluttering  wind leaf fluttering  wind tanabata tree potted plant pine decoration four leaf clover shamrock deciduous tree palm tree palm tree palm tree palm tree  sih mukamu gituuuu adek bocil   nganjuk face  tears  joy   menggemaskan ngunu wajahmu mud face  tears  joy lucuuukk sih face  tears  joy skincare  nature kegiatanya back  nature asik  lu menanam  anjir  copet;0
1632;https://www.instagram.com/p/CghBcTaPu8g/;go song sun  face sun  face ntestride check mark official cc bike;0
1633;https://www.instagram.com/p/CgV-3bIBbVe/;  diposting   banget sih woman light skin tone             ulang  folded hands;2
1634;https://www.instagram.com/p/CgStA1-gscB/;sampah plastik     bikin wisatawan menyesak;0
1635;https://www.instagram.com/p/Cf-6rvtJ8Vg/;sapa hai bu rani;2
1636;https://www.instagram.com/p/CfzEr2Np0-i/; lakukan  terbaik  biarkan semesta mengambil alih sisinya;2
1637;https://www.instagram.com/p/CfatyBVLzYB/;sing kalem ati  gawe urip sepisan kudu biso mesem nedisi  sido sidang;0
1640;https://www.instagram.com/p/CfEi6XNhSjZ/;kebaikan   terorganisir  membawa  manfaat   seedling seedling seedling nby gen corps green nursing corps   jumat besok buka ta red heart red heart leaf fluttering  wind leaf fluttering  wind leaf fluttering  wind;2
1641;https://www.instagram.com/p/Ce94uJbvzGC/;sunday vibes sparkles;1
1643;https://www.instagram.com/p/CekzRpJhszB/; binatang  taman    ber  li ling   unik    coba  wisata    sparkles nwuih  tenang     aman  nyaman banget  jalan jalan santai  hihi  admin kasih  fasilitas    disediakan jogging track  foto  parkir luas restoran toilet gazebo mushala sentra   nasli  destinasi wisata   dicobaaa    healing healing       pengetahuan  konservasi  nudah paket lengkap   tiket masuknya gratis  langsung gas   sih iya    pengin menjelajahi     perahu biaya sewanya rp nditunggu momen indahnya     rek tags;2
1645;https://www.instagram.com/p/CdmsHrGJlkX/; mengagumi alam nin frame camera  flash olympus  ii mm pushpin kawasan konservasi     camera  flash oppo occi id medvis  smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes mantaf apik  lahir batin engah    mengagumi   erik face  hand  mouth fire send pic   luhh keren  smiling face  heart eyes;2
1646;https://www.instagram.com/p/CdlMSA8vfjL/;pakai kacamata anti silau biar  silau  rumput tetangga   hijau leaf fluttering  wind halo bunda berkenan isi kuisioner   lihat bunda  mengunjungi    cek dm bunda loudly crying face lek halan  joinan po oo beaming face  smiling eyes;0
1647;https://www.instagram.com/p/Cdi6PzihYc9/;backhand index pointing right testimoni repeat order customer terimakasih customer  mempercayakan produk parcel terbaik   folded hands  cover  area   kota delivery truck sport utility vehicle isi parcel menyesuaikan stock ready  kualitas terbaik  harga   nsharing info katalog nshopee handbag mahkota parcel label grosir parcel telephone receiver randu agung  check mark  halal handshake brand  mahkota  happiness   priority package support  kota  pulau credit card trf thank  nsemoga sehat sukses  slightly smiling face nselamat berbelanja wrapped gift;2
1648;https://www.instagram.com/p/CddazUHvgku/;  doa   menghangatkan    membeku  rindu naiueo;0
1649;https://www.instagram.com/p/CdSoHEyBQE6/;tetaplah semangat nwalaupun  rendahkan ntetaplah berani mencoba nwalaupun hasilny  sesuai   harapkan nkarena    kehidupan;2
1650;https://www.instagram.com/p/Cb_fRtSh6Pj/;segeer rek sauropod alamat njl     kec   sauropod jam operasional sauropod htm ngratiiiiissss njogging track    lumayan dowo rek  prof habibi  kesel  senang mlaku dewe  playon karo ndelok  nang kanan kiri jogging track sayange wingi  numpak perahu ndelok   soale pas sepi banget mene nek  rene maneh kudu numpak perahu wkwk nojok lali gawe masker wesoh karo jogo jarak panggone resik rek ojok buak sampah sembarangan sudah akeh tong sampah ayo dijogo bareng bareng njogging track    lumayan  rek  prof habibi  capek suka jalan   lari lari  lihat   kanan kiri jogging track sayangnya kemarin    perahu lihat    sepi banget besok   kesana    perahu wkwk njangan lupa pakai masker cuci tangan  jaga jarak tempatnya bersih rek  buang sampah sembarangan   tong sampah ayo dijaga    cek dm  folded hands;0
1651;https://www.instagram.com/p/Cb-NGSoh52T/;black heart;0
1652;https://www.instagram.com/p/Cb7nesjvdhL/;jalan  terbaik  melarikan   padatnya rutinitas  camera  flash hd nekowisata  ;2
1653;https://www.instagram.com/p/Cb2VUugJcOU/;smanapala  sukses mengadakan acara   family   selenggarakan  tanggal maret     nterimakasih      berpartisipasi  kelancaran kegiatan  semoga  langkah   bermanfaat    smanapala jaya;2
1654;https://www.instagram.com/p/CbhaR3sh5Sq/;jalan  terbaik  melarikan   padatnya rutinitas fire fire fire;2
1655;https://www.instagram.com/p/BYyAQvWBRif/;oce mesti  niiii rolling   floor laughing rolling   floor laughing rolling   floor laughing rolling   floor laughing rolling   floor laughing akuloh   dijapri keren  indak ajak smiling face smiling face  smiling eyes;2
1656;https://www.instagram.com/p/CbH-GNHJYj-/;burung rawa  berburu mangsa  ;0
1657;https://www.instagram.com/p/CbCDOw1pRqQ/;  ;1
1658;https://www.instagram.com/p/CbCDCe1pvbd/;pelabuhan    dolphin crocodile;1
1659;https://www.instagram.com/p/Ca6ARaspHjB/;bamboo gazebo   sea    ;1
1660;https://www.instagram.com/p/Cad65jNvnD1/;backhand index pointing left nberjal seiring  taman hut nsen gurau menyeri ha npes orang tua jadikan pedom ntan anak ikhlas berbak round pushpin wisata  batu ampar kec kute siantan kab kep anambas kepri camera constantine maennya   disana grinning face  smiling eyes grinning face  smiling eyes grinning face  smiling eyes;2
1661;https://www.instagram.com/p/CaRxzZMF4k3/;assalamualaikum warahmatullahi wabarakatuh rek nada  tau prof habibi    tau   prof habibi  main     tepatnya   kecamatan  rek ujung  kota  nekowisata     kawasan konservasi alam  mencegah abrasi  wilayah  kota  rek    kawasan utama  jogging track    nkali  prof habibi   jogging track  rek     mangrovenya   perahu    sepi banget   kesini weekday    perahu lihat   deh  gppa  senang banget  lihat tanaman    jogging track njogging track         perjalanan pengunjung disajikan pemandangan tanaman   sisi kiri  kanan suasananya asri banget kadang   bunyi kicauan burung  ranting ranting pohon        kepiting rawa  akar    habitat hewan bercapit  nfasilitas     lengkap loh rek  mushollah toilet  pembibitan tumbuhan pendopo     bersantai kolam lele    disukai prof habibi  play ground smiling face  heart eyes   bermain sepuasnya  mencoba  permainan nbuat  suka foto foto  banget spot foto kece  rek keren deh    penjualan   khas    lapar  haus habis jalan jalan  ujung jogging track  sentra kuliner makanan  minumannya  banget tinggal pilih  beli   face  hand  mouth nmasya allah senang banget  jalan jalan    prof habibi sukanya lari haha  hati hati rek  jalan jogging track   kayu ohya   disediakan   sampah   buang sampah  tempatnya rek nterima kasih surabayaku smiling face  heart eyes nterima kasih   smiling face  heart eyes;0
1662;https://www.instagram.com/p/CZzQk7El433/; tantangan disitu   solusi    wisata     menyelamatkan garis     herb nsimak full review    smiling face  heart eyes  cek dm  folded hands takut  dimakan buaya face  tears  joy;0
1663;https://www.instagram.com/p/CZcDK8vAHq1/; desember owner somano diundang  hadir  kegiatan  wig    jakarta ntak  membayangkan   bertemu   profesional  komunitas pemerhati lingkungan nbulan desember   spesial smiling face  heart eyes nalhamdulillah semoga       berkembang pesat;2
1664;https://www.instagram.com/p/CZcCWcTguX0/;ayo maain  wisata    nikmati produk olahan      pasaran  jamin   liburan sobat berkesan smiling face  heart eyes  bee;2
1665;https://www.instagram.com/p/CZbC3y2vEo5/;selamat   imlek semoga   membawa kebaikan  rezeki berlimpah bagibkiya ;2
1666;https://www.instagram.com/p/CZbATFevERT/;ayo    tebak  benarr  jalan;2
1667;https://www.instagram.com/p/CZa_whMvsZs/;terima kasih sambel bu rudi  mengajak  berkolabirasi nsekarang sirup buah  tersedia  outlet sambel bu rudi dharmahusada smiling face  heart eyes star struck;1
1669;https://www.instagram.com/p/CZa-hnhvWKz/;tua   dewaaa  pikiran;0
1670;https://www.instagram.com/p/CZRaDN3pDXk/;gute nacht welt woman dancing round pushpin    rencanakan liburanmu pesan kamarmu rekomendasi    booking residence   kehabisan available  traveloka airplane hotel keren banget  smiling face  heart eyes ayo bantu follow tag red heart ezaa pengin;2
1671;https://www.instagram.com/p/CZK4zekBmLP/;hayo   kesini face blowing  kiss star struck red heart thumbs  smiling face  heart eyes smiling face  hearts smiling face  open hands  cek dm  folded hands;2
1672;https://www.instagram.com/p/CY5xuH1hvN_/; ibukota provinsi    kota    dikunjungi  jawa      berbenah   salah  kota  indah  asia tenggara nsurabaya  memiliki    indah  tarif murah meriah      dikunjungi  tarif   alias gratis nberikut  sederet objek wisata gratis kepunyaan   memiliki spot spot instagramable  bibit    wojorejo house  sampoerna hos jembatan  taman harmoni;0
1673;https://www.instagram.com/p/CYivFN5FJLz/;rawat bumi nselamatkan bumi seedling seedling seedling seedling seedling seedling seedling;0
1674;https://www.instagram.com/p/CYMFkw8p7ou/;  harapan       harapan sobat somano   ;0
1675;https://www.instagram.com/p/CYL_15WJRMW/;confetti ball selamat   confetti ball nsemoga          mencapai harapan  ;2
1676;https://www.instagram.com/p/CYHF6C2vbPr/;penasaran  buah   penampakannya flushed face manis dagingnya  sepet  ;0
1677;https://www.instagram.com/p/CYEpfLzg2qH/;          menyiapkannya;1
1678;https://www.instagram.com/p/CYEf4cZvyiF/;sobat somano    jawabannya;0
1679;https://www.instagram.com/p/CYEfkUivR2c/;cookies   menemani liburan  ;2
1680;https://www.instagram.com/p/CYEft_QPLOh/; love  green heart;2
1682;https://www.instagram.com/p/CXiexWTvodY/;sehatkan alam segarkan badan;0
1683;https://www.instagram.com/p/CXgqDqkv1fK/;;1
1684;https://www.instagram.com/p/CXgqB6nPrxg/; ;1
1685;https://www.instagram.com/p/CXgANPEFAly/; amaziiiing sangaattt cik princess fire fire fire  hati;0
1686;https://www.instagram.com/p/CW4WQ0EhkZO/;   mobile phone vivo;2
1687;https://www.instagram.com/p/CW1pfoTBHyB/; tercekik plastik nini         akar mangrovenya tersangkut  sampah plastik  mencekik pohon   mati pasir    menyatu  sampah plastik  langkah   injak  merasakan  sampah plastik      pemerintah  menyediakan  pengumpulan  pengolahan sampah  memadai produsen  memproduksi produk  dikemas  plastik   bertanggung  konsumen  konsumtif   peduli  tindakannya  mencemari lingkungan halo  perkenalkan nama  christopher   satya widya  semester berkenan isi kuisioner    lihat kakak  mengunjungi   cocok  kriteria responden  folded hands terima kasih    mengisinya agree   aeshnina       kesadaran   masyarakat    menghiraukan bahaya  sampah plastik   produsen    bertanggung  sukses  mengajak orang orang  stop sampah plastik  kesehatan lingkungan  fire fire fire gue  tuh  relawan disuruh bersihin  sampah   dibuang astaga worried face sakit hati banget broken heart wehh  orang keren banget weh keren banget  dek clapping hands clapping hands fire clapping hands smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes cc   akar pohon  mesin penyaring sampah crying face semoga masyarakat terbuka matanya  sekedar bijak  membuang sampah budayakan reduce reuse  recycle smiling face  heart eyes semangat sayang kakak  berjuang   jaga alam alam jaga  salut dek teruskan  mendukungmu flexed biceps ip salut clapping hands clapping hands;0
1688;https://www.instagram.com/p/CWsvprkPcBq/;nmlipir tipis tipis   pandemi     deh jeneng;0
1689;https://www.instagram.com/p/CWqMIzjvU60/;hai sobat   beralih  selai   bread cocok banget  teman makan roti face savoring food  enak  tiada duanya hundred points  buah  asli   pengawet money mouth face harga terjangkau nkarena makan roti pakai selai nanas strawberry coklat    nproduk  asli   somano berpusat   unik selai mangrovee smiling face  heart eyes;2
1690;https://www.instagram.com/p/CWqL6kvvBzh/;jagalah alam  alam  menjagamu;0
1691;https://www.instagram.com/p/CWqKeQdgxxS/;pandemi   menghalangi usaha  nitulah prinsip   pegang semenjak menghadapi pandemi    nefek penurunan penjualan drastis  alami   menutup lapak offline   nmengeluh   mengubah  nmenyerah  pilihan nberadaptasi   keharusan nmengawali berjualan online    mudah    terbiasa ntapi  percaya   kemauan   jalan npucuk dicinta ulam   nalhamdulillah  dikolaborasi  digital marketer  generasi millenial  ist  program tridaya umkm  diselenggarakan bali  sampoerna   ntak disangka diluar ekspektasi   penjualan  meningkat tajam   nhampir  minggu   orderan   mencapai angka juta  sehari  lapak offline tutup ntentu pencapaian      nkami  bersyukur     pandemi  perlahan  bangkit mengatasi keterbatasan nkami berbagi kisah   menyombongkan   jumawa   tujuan   menginspirasi umkm umkm   menyerah menghadapi  nterima kasih      membantu;0
1692;https://www.instagram.com/p/CWkWnYXvXza/; sobat   liburan  prokes   kendor  minso kasih tips  liburan  mantap nstay happy smiling face  smiling eyes stay healthy red heart;2
1693;https://www.instagram.com/p/CWkR3qdvto-/;selamat  senin   sobat  semangaat   semoga minggu     minggu ;2
1694;https://www.instagram.com/p/CWkO045J6dF/;suara sumbang baiknya diabaikan napalagi suara pengaruh setan nsupaya  merusak hati  pikiran nsedikit hiburan ndek  menenangkan pikiran  badan;0
1695;https://www.instagram.com/p/CWkIEnFhj_p/;jalan jalan sore   ;0
1696;https://www.instagram.com/p/CWPQ5N9PNsi/;   nmemotret  alam liar   susah  memotret   binatang nnikon jintu telephoto manual lens;0
1697;https://www.instagram.com/p/CWNUzXavAv5/; awakmu  nang    rek nfollow akun partner admin id camera nfollow  amazon  ;0
1698;https://www.instagram.com/p/CWLO0BDgatR/;jembatan bambu nang  riwayatmu infone biyen anggarane  rp saiki  koyok ngene crying face nfollow akun partner admin id movie camera nfollow  preng petuk kyok seng  gae makane larang nang   iku min  bambu  berlapis   bejo face  rolling eyes face  rolling eyes wadohh  face  tears  joy bambunya  impor min  mahal kpk   suaranya fire positif   bambunya   negeri face  tears  joy  bambu ambruk danio jembatan kaca seng jarene arep dibangun bromo fire seram musuh karo alam crying face akeh ngopi  iku paleng pas tandang ngeri fire;0
1699;https://www.instagram.com/p/CWKxdnnPECU/;akhiirnyaa  ditunggu tunggu   party popper party popper party popper party popper st place medal indak place medal rd place medal nselamat  pemenang giveaway fitriana illham nselanjutnya  langsung hubungi admin   konfirmasi   handshake terima kasih   teman teman   berpartisipasi  giveaway  sun  face moon maaf pengumumannya molor banget  mino barusan sembuh    beraktifitas normal high voltage  gantinya  teman   rela menunggu    adakan giveaway   pantau  ig somano dizzy alhamdulillah terimakasih  memilih   salah  pemenangnyaa red heart terimkasih;2
1700;https://www.instagram.com/p/CWKfjNKp5Oy/;nkesepian  perasaan sedih  terisolasi        peduli  mengerti  right arrow right arrow right arrow right arrow right arrow right arrow right arrow right arrow right arrow right arrow backhand index pointing right camera  flash globe showing americas    nupload foto video  mbolang mu ter wapik  jawa timuran  ig   lupa nfollow like ig nfollow like ig nfollow like ig right arrow right arrow right arrow right arrow right arrow right arrow right arrow right arrow right arrow right arrow;2
1701;https://www.instagram.com/p/CWKKufWPnCV/;   follow smiling face  heart eyes national park;2
1702;https://www.instagram.com/p/CWDCmcdPwyr/; budal nistilah  budal seringkali digaungkan   santri  berangkat  majelis ilmu madrasah   hafalan  bangun tidur   persiapan apapun   berangkat  majelis  santri  budal      paham  pelajaran     istikamah berangkat     hasilnya  sesuai  maqolah  nistiqamah  utama  seribu karomah  tumbuhnya karomah  menjaga istikamah nhal  didukung  qoul  kitab hasyiyah al bujairomi ala al khotib al faqih abu laits  sesungguhnya orang  duduk didalam majelis ilmu      memahami  ilmu  diajarkan sedikitpun      kebaikan     fadhilah kemuliaan orang  belajar    duduk  majelis  terjaga   dosa ketiga  pulang  majelis ilmu    rahmat keempat  duduk  halaqoh keilmuan       rahmat   merubah hidupnya   berkah    mendengarkan kajian   ditulis  buku amalnya  bentuk ketaatan  ibadah keenam   mendengarkan kajian    memahami materi  hatinya sumpek  kekurangan   memahami materi  sesungguhnya kesusahan    wasilah lantaran  ridho allah swt ketujuh    kaum muslimin  memuliakan ahli ilmu  menjauhi ahli fasiq  hatinya  menolak kefasikan  condong  ilmu  camera xiaomi redmi note pro round pushpin    cek dm  folded hands;2
1703;https://www.instagram.com/p/CV-rTANv1E9/; city tour nsangat bersemangat  membawa tour kali      membawa tour keliling kota  orange heart green heart yellow heart nhope everything   back  normal  soonest nayo rek mlaku mlaku ng  dolphin crocodile monaco  cek dm bu folded hands;0
1704;https://www.instagram.com/p/CV9isorPKco/;kondisi     rusak terbengkalai   perbaikan loh onok phantom  face  tears  joy;2
1706;https://www.instagram.com/p/CVxLo28pns4/; takut  mencoba bertindak  beropini    batasan moral camera huawei pro artist palette;0
1707;https://www.instagram.com/p/CVkS169p9kL/; butuh proses camera huawei pro artist palette;0
1708;https://www.instagram.com/p/CVjuBExo48I/;mengunjungi      pilihan     edukasi seputar  bakau biaya berkunjung  wisata   murah   rp selengkapnya baca ;0
1709;https://www.instagram.com/p/CVfeI4UvP5f/;    rezeki nyuuk langsung  ikutan event leaf fluttering  wind somano berbagi leaf fluttering  wind sun   bagikan nsirup  selai  senilai  orang pemenang sun nmasih   nkita tambahkan   high voltage gratis ongkos kirim high voltage npengen ikutan warning  gampang banget warning follow akun instagram somano like postingan  somano berbagi bikin story postingan   tag minimal teman sodara komen   sebutin mention teman sodara dipostingan  somano berbagi njangan  syaratnya  dipenuhi npemenang  diumumkan tanggal november   zariyah   yunita   almuhtar si almuhtar   lestari   gaming      almuhtar   malau silalahi chrisnawaty sihombing   meirizal melooookkkk brighton  omahndeso brighton prijotrijono   sukses   nsemoga kedepannya usahanya  lancar berkah  sehat sehat   ownernya   ftr   pangestu dw budi si  ;0
1710;https://www.instagram.com/p/CVeyu2fP2bC/;kesepian  perasaan sedih  terisolasi        peduli  mengerti  nrepost nfollow camera huawei pro artist palette;0
1711;https://www.instagram.com/p/CVcfyMpp2JL/;kesepian  perasaan sedih  terisolasi        peduli  mengerti  camera huawei pro artist palette cakep deh buka tempatnya;0
1712;https://www.instagram.com/p/CVac0fYvCUG/;produk best seller   somano sirup buah  nalhamdulillah  keliling keliling  pulau sumatera jawa bali kalimantan  sulawesi;2
1713;https://www.instagram.com/p/CVacZvzPRWH/;  bermanfaat       mencegah abrasi    memperlambat  menahan ombak  tsunami nsiapa    ;0
1714;https://www.instagram.com/p/CVaFgp_gZ6e/;terima kasih  locita  mengasih testimoninya face blowing  kiss smiling face  heart eyes nsudah terbukti banget  kesegaran sari buah  star struck enakkkk red heart;2
1715;https://www.instagram.com/p/CVaD9fTAlOJ/;kasihan banget kakaknya   foto bagus  jatuh pleading face pleading face nkebun   cocok banget  foto foto  hati hati  kalo foto   jatuh face  tears  joy face  tears  joy;2
1717;https://www.instagram.com/p/CVUwit9v4gZ/;ueenaakee testimoni  armuji  mencoba mencicipi sari buah   lapak  nterimakasih  smiling face  heart eyes star struck;2
1718;https://www.instagram.com/p/CVPs9wkpqcT/;dampak negatif  kesepian  overthinking  kehilangan energi camera huawei pro artist palette mantap  smiling face  heart eyes smiling face  heart eyes;2
1719;https://www.instagram.com/p/CVIMN2nP834/;berjalan  lalui bambu bambu   bersenang senang sparkles wood red heart aduh jalan jalan wae euy nurmala;0
1721;https://www.instagram.com/p/CU6whY6gJ38/;jalan jalan  berdua njangan lupa  tujuan hidup nlihatlah  mu pandanglah  luas bersikaplah  berperilakulah   semuga kelak engkau  pribadi  kuat;0
1722;https://www.instagram.com/p/CU2SEcLhNTK/;red heart     kemanusiaan  kebencian      smiling face  heart eyes smiling face  heart eyes smiling face  heart eyes  parahnya  dengar nama gue      kabur sayang face  tears  joy rolling   floor laughing rolling   floor laughing  muka gua seseram  sayang face  tears  joy jileh kca mata;2
1723;https://www.instagram.com/p/CUrwh7IP19k/;senja   ;1
1724;https://www.instagram.com/p/CUl2YtrBlgN/;gowes kangen memandangmu enak men sepedahan  sehat ;0
1725;https://www.instagram.com/p/CUWUCUHhT1C/;panggilan  kakden  kakdon  berlatih snail snail snail panggilan woaaaa pemanasan tim keong fire fire habis   ugalan nggunung maneh grinning face  ojok seram sek latiane hahaha deklen   bergabung person raising hand  female sign goanywhere;0
1726;https://www.instagram.com/p/CT-47RTlr2x/;view  sky    keren  bro;1
1728;https://www.instagram.com/p/CTYgDGCBZq_/;     buka  rek njam buka    wib warning  wisata     perahu  dermaga  gazebo laut  buka   jogging track   ditutup rek ntetap patuhi protokol kesehatan smiling face  heart eyes ntag temanmu nfoto ;0
1729;https://www.instagram.com/p/CTV9qHRhxFe/; laut  pasang   berpasir   target   nmeskipun mata  menyaksikan aneka sampah plastik tersangkut  akar akar pohon bakau nnikmati     keindahan   ditangkap nsyukuri      lahan   kota  ntempat bermain main gratis  udara  segar   burung kuntul   bercengkrama   mata   menatap mentari  terbangun beranjak lenyap main topik  segelas   face  tears  joy face  tears  joy;0
1730;https://www.instagram.com/p/CTLr-71JBSi/;durung kuat mlayu mlaku ben segar awake padang pikire;2
1731;https://www.instagram.com/p/CSxma_qBIhi/;kesini  kali  ditemani  baidowi adnan nslide tambangan  semampir nslide  bambu keputih pintar banget motone;0
1732;https://www.instagram.com/p/CStxcPdpHzE/;  story morning glory  gravel trip  adventure  kali  dijak  paman  long time ago  sih send pic heart exclamation  travel;2
1733;https://www.instagram.com/p/CSiqvG8BRx0/;sometimes  need  take break  everyone  spend time alone  experience appreciate  love  robert tew mantap  igiths;2
1734;https://www.instagram.com/p/CSTqOH6lclC/;;1
1735;https://www.instagram.com/p/CSToks3BmaK/;never memakai  sunday ordinary ii cakeppp ;1
1736;https://www.instagram.com/p/CSL9TbYl8Cs/;mangrover ninframe nmoto bareng konco admaja fire fire fire tonggoku thumbs  thumbs  thumbs ;0
1737;https://www.instagram.com/p/CSJDCc2lU4J/;time  blusukan   ninframe avilivie nmoto bareng admaja ncanon ncanon mm irongirl fire keren ;1
1738;https://www.instagram.com/p/CSEJBWNBL_k/; orangnya perfeksionis  efisien melamunpun  dirancang  rupa nina ardianti penulis;2
1739;https://www.instagram.com/p/CSEBW3CBAP-/;sunshine   shoulders makes  happy nsunshine   eyes  memakai  cry  nsunshine almost always makes  high sunshine   shoulders john denver;0
1740;https://www.instagram.com/p/CSBbRfIlCp6/;nunut moto prewedding ninframe avilivie nredmi note pro nmoto bareng admaja alhamdulillah amiiiiinmmm palms  together semoga samawa  dol sudah kamera nek ngono kalah karo hp cak hasil crying face crying face juos  clapping hands clapping hands videone bagiane production face  tears  joy;2
1741;https://www.instagram.com/p/CSA-6VDFa4g/; menunggu purnama  turun  ninframe avilivie nmoto bareng admaja nxiaomi seru  rute view  tngl kemarin    woiiii mbok dipasang iku foto sing apik talah;0
1742;https://www.instagram.com/p/CR1c7Vft2Re/;;1
1743;https://www.instagram.com/p/CRX1vpzFxKF/; hijaunya  bakau  menghirup udara segar  kawasan      pikiran   tenang  bahagia njaraknya     gunawangsa hotel merr ngunawangsa hotel merr njl kedung baruk   nfor  information nstay safe healthy;0
1744;https://www.instagram.com/p/CRB5ag4lpJT/;angler pekok angler iwak gatul   menyimak face  tears  joy;2
1745;https://www.instagram.com/p/CQ-wUtULQ5k/; keren  jam piro iki pakok flexed biceps flexed biceps sehat sehat  koh;0
1746;https://www.instagram.com/p/CQx7Sj6J1LX/;  berharap  berjuang camera huawei pro artist palette raising hands  roboh orange ketjehhh smiling face  heart eyes waaaah tumbang  senja smiling face  heart eyes smiling face  heart eyes    follow akun kakak fllbck  akun    bio  terima kasih ;2
1747;https://www.instagram.com/p/CQlGx9EBM6X/;  dibendung ntapi cinta   bandong bondowoso;0
1748;https://www.instagram.com/p/CQinMLFBAhj/;  khawatir    capek jalan jalan       menyediakan gazebo gazebo  nyaman banget   beristirahat  berbincang santai smiling face  heart eyes sparkles;2
1749;https://www.instagram.com/p/CQbIhswJMh3/; far looking   eye nsejauh mata memandang calendar june  camera sec iso canon eos canon ef mm stm fl mm raw round pushpin     jawa  ;0
1750;https://www.instagram.com/p/CQbHJWhppE_/;branches nranting calendar june  camera sec iso canon eos canon ef mm stm fl mm raw round pushpin     jawa  ;1
1751;https://www.instagram.com/p/CQbGdWKppG9/;path njalan  calendar june  camera sec iso canon eos canon ef mm usm fl mm raw round pushpin     jawa  ;1
1752;https://www.instagram.com/p/CQbBC6Fp6Ou/;boat nperahu calendar june  camera sec iso canon eos canon ef mm usm fl mm raw round pushpin     jawa  ;1
1753;https://www.instagram.com/p/CQa41wuhQE3/;    tiket masuk     gratis smiling face  heart eyes sparkles nnih admin kasih tau  ikutan kuisnya pastikan   follow like postingan   postingan  tulis    kolom komentar  tag teman   post postingan   instagram story    tag teman  pengin  ajak kesini    post tambahkan hashtag  tag pemenang beruntung   umumkan   jum  juni partying face sparkles nyuk langsung tulis    seedling sparkles rinduku padamuu aw smiling face  heart eyes smiling face  heart eyes rindukuu padamu gaisss face  tears  joy rinduku padamu maulidiyah rizki ayo ikutan kuisnya rinduku padamu ayo ikutan kuis rinduku padamu okh gaes ayok ikutann pp ich rinduku padamu min gratisin  grinning face  smiling eyes ayo   gaes ikutan zakiyah syafa puspita ayo ikutan ayzhazi ayo ikutan ayo zakiyah syafa ayo ikutan ayo ikutan rinduku padamu minnnn smiling face  heart eyes smiling face  heart eyes fatika rinduku padamu andre si eka eka gue ayo  perahu face  tears  joy;2
1754;https://www.instagram.com/p/CQZEzGuB8Y7/;   nmangrove     hati tsunami;0
1755;https://www.instagram.com/p/CQYEcHNpMq4/;keindahan   darimana  tergantung    round pushpin wisata     niso nf nss nnama diah kartika nnim;2
1756;https://www.instagram.com/p/CQXFLGorj-j/;njangan lupa bersyukur  camera  flash queen nsurabaya  smiling face;2
1757;https://www.instagram.com/p/CQUyWCihbMq/;talent setio nconten creator gue;1
